Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,131.399994,134.350006,131.399994,133.600006,119.962509,1117481
2016-06-08,133.449997,134.600006,130.750000,131.149994,117.762589,916537
2016-06-09,131.649994,131.850006,126.849998,128.250000,115.158615,1329588
2016-06-10,127.800003,127.949997,124.000000,125.449997,112.644424,1686477
2016-06-13,123.000000,123.550003,120.800003,121.800003,109.367012,1334255
2016-06-14,120.449997,121.250000,118.650002,119.099998,106.942619,1461810
2016-06-15,122.050003,122.699997,119.400002,120.150002,107.885437,1364919
2016-06-16,118.150002,119.800003,115.000000,117.550003,105.550842,1853159
2016-06-17,119.000000,120.599998,118.300003,118.750000,106.628349,1606888
2016-06-20,124.000000,125.699997,123.400002,124.750000,112.015884,1573582
2016-06-21,124.099998,125.400002,122.699997,123.599998,110.983276,1053963
2016-06-22,124.500000,125.000000,123.099998,123.099998,110.534309,827531
2016-06-23,124.849998,127.250000,123.400002,126.949997,114.148949,1340376
2016-06-24,111.000000,121.650002,109.599998,114.250000,102.729561,4845355
2016-06-27,115.000000,115.599998,105.250000,106.099998,95.401367,3183620
2016-06-28,109.650002,111.400002,107.500000,107.849998,96.974899,2258891
2016-06-29,110.800003,111.000000,107.550003,108.650002,97.694244,1927211
2016-06-30,108.650002,109.000000,105.949997,108.300003,97.379532,1828468
2016-07-01,109.550003,115.199997,108.800003,113.650002,102.190056,1826576
2016-07-04,115.000000,115.199997,109.849998,111.400002,100.166931,1136465
2016-07-05,110.500000,111.000000,108.099998,108.199997,97.289604,1235665
2016-07-06,107.500000,108.250000,103.650002,106.150002,95.446327,1897786
2016-07-07,107.300003,109.699997,105.650002,106.000000,95.311455,1152601
2016-07-08,106.400002,110.949997,106.000000,110.099998,98.998024,1338181
2016-07-11,112.000000,113.949997,110.500000,113.300003,101.875359,1286873
2016-07-12,113.800003,117.699997,113.349998,116.800003,105.022430,1422211
2016-07-13,116.949997,118.599998,114.750000,114.849998,103.269058,1214763
2016-07-14,116.050003,118.099998,115.699997,117.250000,105.427048,1155867
2016-07-15,116.699997,117.599998,115.099998,116.150002,104.437973,972116
