Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,53.470001,54.160000,53.330002,53.509998,49.304657,1628597
2016-06-08,53.450001,54.119999,53.110001,53.610001,49.396805,1777107
2016-06-09,53.509998,53.680000,53.009998,53.400002,49.203308,1470865
2016-06-10,53.299999,53.410000,52.400002,52.660000,48.521461,2330848
2016-06-13,52.000000,52.139999,51.240002,51.270000,47.240700,2349084
2016-06-14,50.660000,51.560001,50.389999,50.980000,46.973492,3260958
2016-06-15,51.480000,52.430000,51.450001,51.669998,47.609264,2586441
2016-06-16,51.000000,51.380001,50.099998,50.490002,46.522003,3211773
2016-06-17,51.009998,51.490002,50.320000,50.830002,46.835278,4071643
2016-06-20,52.040001,53.560001,51.560001,53.310001,49.120380,2534731
2016-06-21,53.310001,54.459999,53.119999,54.360001,50.087864,2292739
2016-06-22,54.650002,54.990002,54.230000,54.450001,50.170784,1837873
2016-06-23,54.970001,56.320000,54.810001,55.529999,51.165913,2358776
2016-06-24,50.000000,53.500000,50.000000,52.110001,48.014687,7026939
2016-06-27,51.500000,52.540001,49.509998,49.919998,45.996796,4755583
2016-06-28,50.639999,51.700001,50.240002,51.110001,47.093277,2482765
2016-06-29,51.669998,52.070000,51.259998,51.930000,47.848835,2129924
2016-06-30,51.560001,52.490002,51.279999,51.730000,47.664547,2815103
2016-07-01,51.860001,52.119999,50.849998,51.480000,47.434196,1833698
2016-07-04,51.820000,52.009998,51.020000,51.290001,47.259132,983116
2016-07-05,50.759998,51.040001,49.400002,49.770000,45.858589,2563251
2016-07-06,49.500000,49.680000,48.070000,48.470001,44.660751,2939821
2016-07-07,48.650002,49.790001,48.650002,49.049999,45.195171,1788051
2016-07-08,48.685001,49.514999,48.185001,49.029999,45.176739,2531678
2016-07-11,49.814999,50.580002,49.625000,50.200001,46.254795,2919840
2016-07-12,50.509998,52.700001,50.450001,52.209999,48.106827,2989003
2016-07-13,51.919998,53.799999,50.669998,53.119999,48.945309,3390070
2016-07-14,53.500000,53.959999,52.299999,53.380001,49.184875,2183315
2016-07-15,53.060001,53.279999,52.360001,52.610001,48.475391,1678197
2016-07-18,52.560001,53.230000,51.970001,52.200001,48.097614,1278447
2016-07-19,52.070000,52.439999,51.610001,52.270000,48.162109,1426851
2016-07-20,52.610001,53.320000,52.209999,52.919998,48.761028,1586046
2016-07-21,52.750000,52.810001,51.619999,52.009998,47.922543,1679837
2016-07-22,51.750000,52.119999,51.020000,51.400002,47.360485,2067414
2016-07-25,50.560001,51.330002,50.200001,51.080002,47.065632,2164103
2016-07-26,50.740002,51.880001,50.680000,51.700001,47.636909,1786257
2016-07-27,52.849998,54.700001,52.369999,54.000000,49.756153,3331492
2016-07-28,54.009998,54.290001,53.439999,53.570000,49.359943,2170833
2016-07-29,53.740002,53.849998,52.250000,52.630001,48.493820,2116271
2016-08-01,52.900002,53.419998,51.980000,52.250000,48.143684,1478246
2016-08-02,51.970001,52.250000,51.099998,51.259998,47.231487,1452157
2016-08-03,51.389999,51.490002,50.119999,50.459999,46.494354,2070505
2016-08-04,50.750000,51.209999,50.320000,50.599998,46.623352,1294118
2016-08-05,50.669998,51.240002,50.200001,51.000000,46.991920,1863512
2016-08-08,50.580002,50.849998,50.099998,50.340000,46.383785,1460112
2016-08-09,50.410000,51.169998,50.349998,51.099998,47.084061,2085484
2016-08-10,50.970001,51.610001,50.860001,51.200001,47.176201,1280319
2016-08-11,51.509998,51.840000,50.759998,51.840000,47.765903,1289892
2016-08-12,51.840000,52.189999,51.720001,52.029999,47.940971,1103502
2016-08-15,52.220001,52.669998,51.900002,52.279999,48.171322,914110
2016-08-16,52.139999,52.139999,51.000000,51.490002,47.443413,1699009
2016-08-17,51.490002,51.689999,50.630001,50.689999,46.706284,1436602
2016-08-18,50.060001,50.369999,49.799999,50.000000,46.070511,2297949
2016-08-19,50.000000,50.130001,49.505001,49.860001,45.941513,1913687
2016-08-22,50.000000,50.380001,49.625000,49.974998,46.047470,1701962
2016-08-23,50.020000,51.060001,50.000000,50.599998,46.623352,1389824
2016-08-24,50.500000,51.430000,50.000000,51.209999,47.185413,1250402
2016-08-25,51.049999,51.139999,50.160000,50.549999,46.577286,1168283
2016-08-26,50.549999,51.419998,50.360001,51.040001,47.028778,1133912
2016-08-29,50.910000,51.330002,50.619999,51.299999,47.268345,895224
2016-08-30,51.490002,52.040001,51.410000,51.439999,47.397343,1506347
2016-08-31,51.630001,52.900002,51.599998,52.290001,48.180542,2233225
2016-09-01,52.480000,52.830002,51.720001,51.849998,47.775116,1609600
2016-09-02,52.040001,53.320000,51.919998,53.189999,49.009804,1845849
2016-09-05,53.430000,53.939999,53.150002,53.860001,49.627155,1468401
2016-09-06,54.299999,54.840000,54.060001,54.400002,50.124714,2197597
2016-09-07,54.500000,54.750000,53.919998,54.750000,50.447208,1697911
2016-09-08,54.549999,55.529999,54.540001,55.500000,51.138268,2850333
2016-09-09,55.340000,56.040001,55.169998,55.630001,51.258053,2329269
