Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,46.750000,47.494999,46.610001,47.064999,34.796070,3441726
2016-06-08,46.910000,46.924999,46.200001,46.404999,34.308121,2696123
2016-06-09,46.235001,46.375000,45.764999,45.875000,33.916283,3133275
2016-06-10,45.685001,45.685001,44.044998,44.294998,32.748154,4739701
2016-06-13,43.599998,43.959999,43.009998,43.009998,31.798128,3839346
2016-06-14,42.500000,42.939999,41.779999,42.040001,31.080994,5774939
2016-06-15,42.750000,43.470001,42.299999,42.415001,31.358232,4662586
2016-06-16,41.705002,42.049999,41.130001,41.849998,30.940517,5352103
2016-06-17,42.564999,44.000000,42.435001,43.450001,32.123432,7433495
2016-06-20,45.090000,45.730000,44.904999,45.580002,33.698181,5670620
2016-06-21,45.580002,46.455002,45.419998,46.070000,34.060448,4164919
2016-06-22,46.490002,46.810001,46.049999,46.365002,34.278549,4440777
2016-06-23,46.555000,48.115002,46.410000,47.700001,35.265537,5550567
2016-06-24,38.500000,41.910000,38.500000,39.400002,29.129187,21339241
2016-06-27,38.680000,39.174999,35.270000,36.910000,27.288282,16415931
2016-06-28,38.000000,39.049999,37.674999,38.349998,28.352898,9430703
2016-06-29,39.099998,39.700001,38.855000,39.509998,29.210514,6956460
2016-06-30,39.369999,40.224998,38.660000,39.755001,29.391645,6396160
2016-07-01,40.134998,40.540001,39.259998,39.910000,29.506239,5051217
2016-07-04,40.060001,40.150002,39.110001,39.224998,28.999805,3402649
2016-07-05,38.700001,39.590000,38.615002,39.119999,28.922176,6765075
2016-07-06,38.540001,39.169998,37.985001,38.360001,28.360294,6323079
2016-07-07,38.605000,39.375000,38.365002,38.500000,28.463800,4344408
2016-07-08,38.264999,40.244999,38.020000,39.814999,29.436007,5686802
2016-07-11,40.360001,40.490002,39.395000,40.264999,29.768698,3480966
2016-07-12,40.494999,42.480000,40.215000,42.340000,31.302782,6165514
2016-07-13,42.400002,42.779999,41.334999,41.500000,30.681757,4588786
2016-07-14,42.165001,43.185001,41.950001,42.895000,31.713108,4934867
