Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,42.735001,43.764999,42.720001,43.764999,32.998108,6664350
2016-06-08,43.560001,43.814999,43.320000,43.369999,32.700283,5554269
2016-06-09,43.139999,43.259998,42.400002,42.845001,32.304436,4510242
2016-06-10,42.700001,42.700001,41.785000,42.049999,31.705032,6059505
2016-06-13,41.395000,42.060001,41.395000,41.480000,31.275244,6296345
2016-06-14,40.889999,40.980000,40.025002,40.055000,30.200823,9787118
2016-06-15,40.575001,40.775002,40.049999,40.415001,30.472260,7358101
2016-06-16,40.195000,40.549999,39.834999,40.480000,30.521271,7377530
2016-06-17,40.895000,41.494999,40.805000,41.259998,31.109383,10274880
2016-06-20,42.139999,42.810001,42.029999,42.720001,32.210194,5755983
2016-06-21,42.685001,43.355000,42.415001,43.020000,32.436382,5801623
2016-06-22,43.169998,43.570000,42.939999,43.029999,32.443920,5124314
2016-06-23,43.279999,44.125000,43.095001,43.689999,32.941563,6442135
2016-06-24,39.355000,41.970001,39.025002,40.619999,30.626829,26767636
2016-06-27,40.290001,41.075001,40.080002,40.325001,30.404409,12179849
2016-06-28,41.305000,41.634998,40.654999,41.389999,31.207394,9343741
2016-06-29,41.919998,43.095001,41.884998,42.950001,32.383610,9423411
2016-06-30,42.680000,43.570000,42.544998,43.380001,32.707817,9212998
2016-07-01,43.389999,43.869999,43.185001,43.755001,32.990570,5473843
2016-07-04,43.910000,44.080002,43.294998,43.380001,32.707817,2780402
2016-07-05,42.904999,43.115002,42.145000,42.685001,32.183804,5242669
2016-07-06,42.220001,42.540001,41.509998,41.764999,31.490141,8129914
2016-07-07,42.060001,42.540001,41.970001,42.049999,31.705032,6266323
2016-07-08,41.994999,42.680000,41.459999,42.650002,32.157417,5753086
2016-07-11,43.020000,43.410000,42.654999,43.349998,32.685200,4800097
2016-07-12,43.474998,44.279999,43.400002,43.935001,33.126289,6094213
2016-07-13,43.700001,44.195000,43.430000,43.500000,32.798306,4821326
2016-07-14,43.990002,44.650002,43.820000,44.200001,33.326088,5698943
2016-07-15,43.820000,44.014999,43.404999,43.930000,33.122520,5358531
2016-07-18,43.985001,44.279999,43.180000,43.485001,32.786999,3421125
